source_center,destination_center,volume,unique_trips,median_delay_ratio,breach_rate,median_actual_minutes,median_osrm_minutes,median_distance_km,excess_minutes,median_dwell_proxy,path_cost,breached_legs,breached_trips,sla_breach_contribution_pct,is_chronic_delay,source_name,destination_name,corridor,corridor_score
IND401104AAA,IND400072AAB,31,31,3.0625,1.0,46.0,16.0,20.272599999999997,1751.0,64.0,0.1796053020267749,31,31,0.066800343653624,True,Mumbai_MiraRd_IP (Maharashtra),Mumbai Hub (Maharashtra),IND401104AAA → IND400072AAB,0.2537635591888068
IND700065AAA,IND712311AAA,24,24,3.0769230769230766,1.0,78.5,23.5,27.86375,2900.0,139.5,0.20412414523193154,24,24,0.1106344926302168,True,CCU_Beliaghata_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),IND700065AAA → IND712311AAA,0.2534618246606928
IND110037AAK,IND000000ACB,43,43,2.057142857142857,1.0,81.0,38.0,40.692099999999996,4293.0,159.0,0.15249857033260467,43,43,0.16377719891776576,True,Delhi_Kapshera_L (Delhi),Gurgaon_Bilaspur_HB (Haryana),IND110037AAK → IND000000ACB,0.253168339550664
IND852139AAB,IND854326AAB,21,21,3.2465753424657535,1.0,241.0,73.0,106.4102,3367.0,113.0,0.2182178902359924,21,21,0.1284504609261862,True,Triveninganj_Central_D_1 (Bihar),Purnia_Central_H_2 (Bihar),IND852139AAB → IND854326AAB,0.2531326311376618
IND802212AAA,IND821115AAB,7,7,10.0,1.0,962.0,41.0,44.767900000000004,5679.0,69.0,0.3779644730092272,7,7,0.21665285643000043,True,Bikramgang_Dehrird_D (Bihar),Sasaram_Central_I_2 (Bihar),IND802212AAA → IND821115AAB,0.25263920767174974
IND852111AAA,IND854326AAB,17,17,3.43,1.0,339.0,98.0,137.5554,3914.0,98.0,0.24253562503633297,17,17,0.14931841522574776,True,Simrahi_Bazar_D (Bihar),Purnia_Central_H_2 (Bihar),IND852111AAA → IND854326AAB,0.25209893622596025
IND712311AAA,IND700065AAA,29,29,3.3636363636363638,1.0,74.0,22.0,21.2211,1827.0,64.0,0.18569533817705186,29,29,0.06969973035703658,True,Kolkata_Dankuni_HB (West Bengal),CCU_Beliaghata_DPC (West Bengal),IND712311AAA → IND700065AAA,0.2516942828695698
IND421302AAG,IND400072AAJ,38,38,2.704545454545454,1.0,59.5,22.0,27.4615,1758.0,103.0,0.16222142113076254,38,38,0.06706739242893832,True,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Tejpal_I (Maharashtra),IND421302AAG → IND400072AAJ,0.2516903165712166
IND712311AAA,IND751002AAB,27,27,1.6904109589041096,1.0,595.0,367.0,518.8482,8626.0,163.0,0.19245008972987526,27,27,0.3290803908373276,True,Kolkata_Dankuni_HB (West Bengal),Bhubaneshwar_Hub (Orissa),IND712311AAA → IND751002AAB,0.2516674479539706
IND712310AAE,IND712124AAA,30,30,3.7309941520467835,1.0,69.0,19.0,19.1286,1626.0,49.0,0.18257418583505536,30,30,0.06203161552301121,True,Kolkata_North_I_4 (West Bengal),Hooghly_DC (West Bengal),IND712310AAE → IND712124AAA,0.25144767594193784
IND000000ACB,IND834002AAB,16,16,1.7084148819339653,1.0,1604.5,960.5,1330.1145999999999,10356.0,205.5,0.25,16,16,0.3950795881650087,True,Gurgaon_Bilaspur_HB (Haryana),Ranchi_Hub (Jharkhand),IND000000ACB → IND834002AAB,0.25129770013920877
IND501359AAE,IND411033AAA,20,20,1.8965735552038328,1.0,914.0,483.0,656.79115,8713.0,165.0,0.22360679774997896,20,20,0.3323994256162341,True,Hyderabad_Shamshbd_H (Telangana),Pune_Tathawde_H (Maharashtra),IND501359AAE → IND411033AAA,0.25101565628587835
IND713364AAB,IND712311AAA,12,12,4.424325434871935,1.0,655.0,147.0,207.83890000000002,4583.0,63.0,0.2886751345948129,12,12,0.17484064818078746,True,Rupnarayanpur_Salanpur_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),IND713364AAB → IND712311AAA,0.2506908766965362
IND500010AAB,IND501359AAE,39,39,2.3684210526315788,1.0,125.0,52.0,62.603100000000005,3100.0,166.0,0.16012815380508713,39,39,0.11826445763919727,True,Hyderabad_Alwal_L (Telangana),Hyderabad_Shamshbd_H (Telangana),IND500010AAB → IND501359AAE,0.25053299708133336
IND462001AAA,IND462022AAA,28,28,4.181818181818182,1.0,48.0,13.0,14.6035,1720.0,28.0,0.1889822365046136,28,28,0.06561769907723203,True,Bhopal_Old City (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),IND462001AAA → IND462022AAA,0.24951988681024997
IND781018AAB,IND788026AAC,12,12,2.7546081432474243,1.0,679.0,246.0,341.154,5571.0,255.0,0.2886751345948129,12,12,0.21253267532515097,True,Guwahati_Hub (Assam),Silchar_Sirikona_H (Assam),IND781018AAB → IND788026AAC,0.2489374395287545
IND401209AAA,IND401104AAA,23,23,6.2727272727272725,1.0,142.0,21.0,28.8923,2457.0,28.0,0.20851441405707477,23,23,0.09373412013532506,True,Mumbai_Virar_DC (Maharashtra),Mumbai_MiraRd_IP (Maharashtra),IND401209AAA → IND401104AAA,0.24864633443378925
IND400015AAA,IND400072AAB,36,36,2.7279411764705883,1.0,48.0,17.0,17.82595,1568.0,81.0,0.16666666666666666,36,36,0.05981892567040688,True,Mumbai_CottonGreen_DPC (Maharashtra),Mumbai Hub (Maharashtra),IND400015AAA → IND400072AAB,0.24843776669686465
IND788026AAC,IND781018AAB,18,18,2.4085511890706695,1.0,576.5,242.0,337.66705,6191.0,159.0,0.23570226039551587,18,18,0.23618556685299041,True,Silchar_Sirikona_H (Assam),Guwahati_Hub (Assam),IND788026AAC → IND781018AAB,0.24838626387751697
IND743270AAA,IND712311AAA,5,5,10.0,1.0,1136.0,73.0,98.5604,5299.0,42.0,0.4472135954999579,5,5,0.20215592291293752,True,Helencha_ColnyDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),IND743270AAA → IND712311AAA,0.24698558926793482
IND401602AAA,IND401501AAA,17,17,7.12,1.0,194.0,27.0,28.738,3145.0,60.0,0.24253562503633297,17,17,0.11998119976621786,True,Dahanu_KetyDPP_D (Maharashtra),Boisar_OstwlEmp_D (Maharashtra),IND401602AAA → IND401501AAA,0.24605428915788924
IND411033AAA,IND000000ACB,18,18,1.4972426483942631,1.0,1746.5,1190.5,1458.8642,10302.0,190.0,0.23570226039551587,18,18,0.393019497612584,True,Pune_Tathawde_H (Maharashtra),Gurgaon_Bilaspur_HB (Haryana),IND411033AAA → IND000000ACB,0.2453478789421189
IND400015AAB,IND421302AAG,23,23,3.2857142857142856,1.0,92.0,31.0,43.0666,1935.0,100.0,0.20851441405707477,23,23,0.07381991146188603,True,Mumbai_CotnGren_M (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),IND400015AAB → IND421302AAG,0.24454320599486454
IND829121AAA,IND834002AAB,11,11,5.90625,1.0,452.0,74.0,71.1044,3944.0,19.0,0.30151134457776363,11,11,0.15046290997709483,True,Peterbar_GagiDPP_D (Jharkhand),Ranchi_Hub (Jharkhand),IND829121AAA → IND834002AAB,0.24433474820520884
IND000000ACB,IND382430AAB,17,17,1.7880690737833596,1.0,1176.0,637.0,882.4261,8903.0,174.0,0.24253562503633297,17,17,0.33964789237476556,True,Gurgaon_Bilaspur_HB (Haryana),Ahmedabad_East_H_1 (Gujarat),IND000000ACB → IND382430AAB,0.2442999065821065
IND110037AAM,IND121004AAB,46,46,2.17741935483871,1.0,63.5,28.0,29.22475,2000.0,61.5,0.14744195615489714,46,46,0.07629965008980469,True,Delhi_Airport_H (Delhi),FBD_Balabhgarh_DPC (Haryana),IND110037AAM → IND121004AAB,0.2438103425542783
IND712103AAA,IND712310AAE,23,23,3.2333333333333334,1.0,106.0,32.0,34.4346,1734.0,29.0,0.20851441405707477,23,23,0.06615179662786067,True,Hoogly_Bandel_D (West Bengal),Kolkata_North_I_4 (West Bengal),IND712103AAA → IND712310AAE,0.2429632657338993
IND700136AAG,IND712310AAA,23,23,4.2631578947368425,1.0,81.0,19.0,23.5903,1683.0,64.0,0.20851441405707477,23,23,0.06420615555057065,True,Kolkata_Narynpur_C (West Bengal),Kolkata_Dankuni_P (West Bengal),IND700136AAG → IND712310AAA,0.24256238536917676
IND411033AAA,IND403726AAA,20,20,1.8842063907805133,1.0,798.0,415.5,511.51675,7678.0,206.5,0.22360679774997896,20,20,0.2929143566947602,True,Pune_Tathawde_H (Maharashtra),Goa_Hub (Goa),IND411033AAA → IND403726AAA,0.24240038231296784
IND121004AAB,IND110037AAM,37,37,2.5217391304347827,1.0,65.0,25.0,28.6533,1626.0,30.0,0.1643989873053573,37,37,0.06203161552301121,True,FBD_Balabhgarh_DPC (Haryana),Delhi_Airport_H (Delhi),IND121004AAB → IND110037AAM,0.24222778588696536
IND000000ACB,IND521225AAB,11,11,1.5974884335756774,1.0,2501.0,1576.0,2028.0777,10532.0,341.0,0.30151134457776363,11,11,0.40179395737291146,True,Gurgaon_Bilaspur_HB (Haryana),Vijayawada_Rynapadu_H (Andhra Pradesh),IND000000ACB → IND521225AAB,0.24171128256448732
IND421302AAR,IND421004AAA,27,27,3.4,1.0,36.0,11.0,14.0768,839.0,63.0,0.19245008972987526,27,27,0.032007703212673065,True,Mumbai_East_I_21 (Maharashtra),Mumbai_Ulhasngr_DC (Maharashtra),IND421302AAR → IND421004AAA,0.24126154168631767
IND147105AAA,IND160002AAC,7,7,8.511904761904763,1.0,715.0,83.0,105.6493,4104.0,238.0,0.3779644730092272,7,7,0.15656688198427923,True,Patran_MheshNGR_D (Punjab),Chandigarh_Mehmdpur_H (Punjab),IND147105AAA → IND160002AAC,0.2402590787612011
IND421302AAG,IND462022AAA,12,12,2.10337509211496,1.0,1214.5,570.0,810.8851999999999,7627.0,254.0,0.2886751345948129,12,12,0.2909687156174702,True,Bhiwandi_Mankoli_HB (Maharashtra),Bhopal_Trnsport_H (Madhya Pradesh),IND421302AAG → IND462022AAA,0.23983506938507013
IND421302AAG,IND382430AAB,18,18,2.042121549789938,1.0,740.5,372.5,519.75275,6862.0,173.0,0.23570226039551587,18,18,0.26178409945811987,True,Bhiwandi_Mankoli_HB (Maharashtra),Ahmedabad_East_H_1 (Gujarat),IND421302AAG → IND382430AAB,0.23944564891024428
IND401104AAA,IND401208AAA,37,37,2.5555555555555554,1.0,46.0,17.0,23.518300000000004,1099.0,63.0,0.1643989873053573,37,37,0.04192665772434768,True,Mumbai_MiraRd_IP (Maharashtra),Nalasopara (Maharashtra),IND401104AAA → IND401208AAA,0.23939719952946023
IND688009AAA,IND686028AAB,16,16,3.235294117647059,1.0,163.5,50.0,48.9559,2450.0,646.0,0.25,16,16,0.09346707136001074,True,Alappuzha_Pazhvedu_D (Kerala),Kottayam_Central_H_1 (Kerala),IND688009AAA → IND686028AAB,0.2392579783052979
IND712311AAA,IND700028AAB,23,23,3.526315789473684,1.0,67.0,18.0,18.9277,1236.0,54.0,0.20851441405707477,23,23,0.047153183755499296,True,Kolkata_Dankuni_HB (West Bengal),CCU_DumDum_DPC (West Bengal),IND712311AAA → IND700028AAB,0.23904878687837344
IND380006AAB,IND382430AAB,27,27,2.9444444444444446,1.0,43.0,15.0,18.749299999999998,806.0,20.0,0.19245008972987526,27,27,0.03074875898619129,True,Ahmedabad_Mithakal_D (Gujarat),Ahmedabad_East_H_1 (Gujarat),IND380006AAB → IND382430AAB,0.2388469760953512
IND000000ACB,IND751002AAB,15,15,1.3706943685073811,0.9333333333333333,2379.0,1808.0,2276.8759,11433.0,154.0,0.2581988897471611,14,14,0.4361669497383685,True,Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),IND000000ACB → IND751002AAB,0.23866212338026924
IND401104AAB,IND421302AAG,23,23,2.8461538461538463,1.0,71.0,25.0,28.4979,1855.0,136.0,0.20851441405707477,23,23,0.07076792545829386,True,Mumbai_MiraRoad_M (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),IND401104AAB → IND421302AAG,0.23794620428892854
IND712311AAA,IND700026AAC,29,29,2.6176470588235294,1.0,90.0,35.0,33.6686,1961.0,69.0,0.18569533817705186,29,29,0.07481180691305349,True,Kolkata_Dankuni_HB (West Bengal),CCU_Lake Avenue_DPC (West Bengal),IND712311AAA → IND700026AAC,0.2379149191760686
IND832109AAB,IND834002AAB,22,22,2.5647840531561465,1.0,219.5,85.5,120.2328,3373.0,69.0,0.21320071635561041,22,22,0.1286793598764556,True,Jamshedpur_Central_I_3 (Jharkhand),Ranchi_Hub (Jharkhand),IND832109AAB → IND834002AAB,0.2376297496185919
IND000000ACK,IND501359AAF,32,32,2.5946969696969697,1.0,71.0,27.0,28.1124,1511.0,67.0,0.17677669529663687,32,32,0.05764438564284744,True,Hyderabad_Chikdply_C (Telangana),Hyderabad_Shamshbd_P (Telangana),IND000000ACK → IND501359AAF,0.23748743430570662
IND585314AAA,IND585104AAA,16,16,4.808494208494208,1.0,173.0,36.0,41.095699999999994,2210.0,219.5,0.25,16,16,0.08431111334923418,True,Aland_RazaviRd_D (Karnataka),Gulbarga_Nehrugnj_I (Karnataka),IND585314AAA → IND585104AAA,0.23737148247130954
IND395009AAA,IND395023AAD,16,16,9.583333333333332,1.0,155.5,17.0,17.523899999999998,2190.0,62.0,0.25,16,16,0.08354811684833614,True,Surat_Central_D_12 (Gujarat),Surat_Central_I_4 (Gujarat),IND395009AAA → IND395023AAD,0.23721427448514384
IND560064AAD,IND560043AAC,41,41,2.4,1.0,36.0,15.0,14.8073,905.0,47.0,0.15617376188860607,41,41,0.03452559166563662,True,Bengaluru_Bagaluru_D (Karnataka),HBR Layout PC (Karnataka),IND560064AAD → IND560043AAC,0.23717113263836564
IND505122AAA,IND506002AAA,16,16,3.2673992673992673,1.0,133.0,39.0,48.40615,2027.0,605.5,0.25,16,16,0.07732969536601705,True,Jammikunta_ConduDPP_D (Telangana),Warangal_HunterRd_I (Telangana),IND505122AAA → IND506002AAA,0.23593302939789343
IND125001AAA,IND110037AAM,11,11,2.820809248554913,1.0,488.0,172.0,177.2008,3675.0,93.0,0.30151134457776363,11,11,0.1402006070400161,True,Hisar_ModelTwn_P (Haryana),Delhi_Airport_H (Delhi),IND125001AAA → IND110037AAM,0.23526893543349667
IND573201AAB,IND575004AAB,14,14,2.7473907371167643,1.0,400.5,137.0,195.23265,3526.0,34.5,0.2672612419124244,14,14,0.13451628310832567,True,Hassan_Pandrnga_I (Karnataka),Mangalore_Kuntikna_H (Karnataka),IND573201AAB → IND575004AAB,0.2352496040273237
IND500039AAC,IND501359AAE,15,15,3.15625,1.0,126.0,32.0,37.1575,2099.0,122.0,0.2581988897471611,15,15,0.08007648276925002,True,Hyderabad_Uppal_I (Telangana),Hyderabad_Shamshbd_H (Telangana),IND500039AAC → IND501359AAE,0.2351656448147566
IND306401AAB,IND305001AAC,20,20,2.3925809822361543,1.0,357.0,141.0,202.72015,4208.0,42.5,0.22360679774997896,20,20,0.16053446378894906,True,Pali_Nayagaon_I (Rajasthan),Ajmer_FoySGRRD_I (Rajasthan),IND306401AAB → IND305001AAC,0.2348462248300331
IND785690AAB,IND785682AAA,16,16,3.2311594202898553,1.0,144.5,49.5,56.36750000000001,1878.0,35.5,0.25,16,16,0.0716453714343266,True,Sonari_Central_DPP_1 (Assam),Sivasagar_Babupaty_D (Assam),IND785690AAB → IND785682AAA,0.23476182990095898
IND582101AAB,IND580028AAA,18,18,2.967391304347826,1.0,135.0,45.0,62.0634,1667.0,133.5,0.23570226039551587,18,18,0.0635957583498522,True,Gadag_Cdosclrd_D (Karnataka),Hubli_Adargchi_IP (Karnataka),IND582101AAB → IND580028AAA,0.2345049598098294
IND477001AAB,IND474003AAA,11,11,4.811320754716981,1.0,255.0,54.0,76.7885,2654.0,361.0,0.30151134457776363,11,11,0.10124963566917082,True,Bhind_EtwahDPP_D (Madhya Pradesh),Gwalior_HrihrNgr_I (Madhya Pradesh),IND477001AAB → IND474003AAA,0.23419483309752137
IND486661AAA,IND211002AAB,5,5,3.6180257510729614,1.0,843.0,231.0,317.58489999999995,3665.0,303.0,0.4472135954999579,5,5,0.1398191087895671,True,Sidhi_Padra_D (Madhya Pradesh),Allahabad_Central_H_1 (Uttar Pradesh),IND486661AAA → IND211002AAB,0.23414169679819735
IND506314AAA,IND506002AAA,16,16,3.703804347826087,1.0,87.0,24.0,34.20485,1775.0,601.5,0.25,16,16,0.06771593945470165,True,Rayaparthi_Perkadrd_D (Telangana),Warangal_HunterRd_I (Telangana),IND506314AAA → IND506002AAA,0.23395220877220566
IND742303AAB,IND741165AAB,18,18,3.2882882882882885,1.0,119.5,36.0,53.01935,1418.0,42.0,0.23570226039551587,18,18,0.05409645191367153,True,Domkal_Central_D_2 (West Bengal),Nazirpur_Central_D_1 (West Bengal),IND742303AAB → IND741165AAB,0.2338127128858146
IND274301AAB,IND273014AAB,16,16,2.9267106089139987,1.0,173.5,59.0,72.7038,2105.0,173.5,0.25,16,16,0.08030538171951943,True,Kaptanganj_Subshngr_D (Uttar Pradesh),Gorakhpur_Matriprm_IP (Uttar Pradesh),IND274301AAB → IND273014AAB,0.23370301761387927
IND410206AAB,IND000000AFT,36,36,2.4375,1.0,40.0,16.0,20.51415,1093.0,63.0,0.16666666666666666,36,36,0.04169775877407826,True,Mumbai_Panvel_D (Maharashtra),Mumbai_Sanpada_I (Maharashtra),IND410206AAB → IND000000AFT,0.23343696242096687
IND210427AAA,IND209304AAA,9,9,3.043103448275862,1.0,360.0,117.0,164.19,2870.0,36.0,0.3333333333333333,9,9,0.10948999787886973,True,Mahoba_Mlkpura_D (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),IND210427AAA → IND209304AAA,0.23322601268144424
IND422011AAD,IND421302AAG,21,21,2.3333333333333335,1.0,212.0,95.0,136.2988,4114.0,262.0,0.2182178902359924,21,21,0.15694838023472824,True,Nashik_TgrniaRD_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),IND422011AAD → IND421302AAG,0.23314228045543336
IND560078AAC,IND560099AAB,20,20,3.0744827586206895,1.0,77.5,25.0,22.405299999999997,983.0,33.0,0.22360679774997896,20,20,0.037501278019139,True,BLR_JPNagar_Pc (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),IND560078AAC → IND560099AAB,0.23306010585337736
IND382430AAB,IND380015AAB,35,35,2.5,1.0,28.0,12.0,15.3936,878.0,107.0,0.1690308509457033,35,35,0.03349554638942426,True,Ahmedabad_East_H_1 (Gujarat),AMD_Satellite (Gujarat),IND382430AAB → IND380015AAB,0.2328382122018695
IND812002AAA,IND813203AAA,18,18,3.210909090909091,1.0,87.5,26.0,33.2907,1261.0,61.5,0.23570226039551587,18,18,0.04810692938162186,True,Bhagalpur_Pbroad_DC (Bihar),Kahalgaon_NdiaTola_D (Bihar),IND812002AAA → IND813203AAA,0.23257863019441388
IND421302AAG,IND400102AAB,33,33,2.4,1.0,65.0,28.0,33.021300000000004,1672.0,222.0,0.17407765595569785,33,33,0.06378650747507672,True,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogeshwri_L (Maharashtra),IND421302AAG → IND400102AAB,0.23253339224115344
IND462042AAA,IND462022AAA,17,17,4.869565217391305,1.0,98.0,20.0,19.5416,1420.0,19.0,0.24253562503633297,17,17,0.054172751563761334,True,Bhopal_Kolar Mandakni (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),IND462042AAA → IND462022AAA,0.23249510035109786
IND712124AAA,IND712103AAA,25,25,2.9,1.0,30.0,10.0,11.6432,517.0,25.0,0.2,25,25,0.01972345954821451,True,Hooghly_DC (West Bengal),Hoogly_Bandel_D (West Bengal),IND712124AAA → IND712103AAA,0.2321845160975557
IND302014AAB,IND302026AAA,19,19,4.333333333333333,1.0,80.0,19.0,20.9893,958.0,50.0,0.22941573387056174,19,19,0.036547532393016446,True,Jaipur_Central_I_7 (Rajasthan),Jaipur_Bhankrot_DC (Rajasthan),IND302014AAB → IND302026AAA,0.2315302625373369
IND209304AAA,IND208019AAA,18,18,4.80625,1.0,78.5,15.5,16.28935,1109.0,78.0,0.23570226039551587,18,18,0.0423081559747967,True,Kanpur_Central_H_6 (Uttar Pradesh),Kanpur_Rawatpur_D (Uttar Pradesh),IND209304AAA → IND208019AAA,0.2313838494995546
IND382421AAA,IND382430AAB,15,15,3.5365853658536586,1.0,145.0,41.0,51.8137,1562.0,32.0,0.2581988897471611,15,15,0.05959002672013747,True,Gandhinagar_DC (Gujarat),Ahmedabad_East_H_1 (Gujarat),IND382421AAA → IND382430AAB,0.23094461038620764
IND411033AAA,IND431603AAA,15,15,2.0830945558739256,1.0,729.0,356.0,477.60179999999997,6077.0,175.0,0.2581988897471611,15,15,0.23183648679787155,True,Pune_Tathawde_H (Maharashtra),Nanded_Aswningr_I (Maharashtra),IND411033AAA → IND431603AAA,0.23086470551684363
IND395001AAA,IND395023AAD,14,14,10.0,1.0,139.5,14.0,14.4162,1699.0,38.0,0.2672612419124244,14,14,0.06481655275128909,True,Surat_Central_D_9 (Gujarat),Surat_Central_I_4 (Gujarat),IND395001AAA → IND395023AAD,0.23068815175810933
IND382430AAB,IND395023AAA,30,30,1.8013943785682915,1.0,372.5,207.5,282.85715,4891.0,352.0,0.18257418583505536,30,30,0.18659079429461736,True,Ahmedabad_East_H_1 (Gujarat),Surat_HUB (Gujarat),IND382430AAB → IND395023AAA,0.2306142478176027
IND302020AAA,IND302014AAB,19,19,5.75,1.0,68.0,11.0,12.4657,829.0,18.0,0.22941573387056174,19,19,0.03162620496222404,True,Jaipur_VarunCly_DC (Rajasthan),Jaipur_Central_I_7 (Rajasthan),IND302020AAA → IND302014AAB,0.23051627102656816
IND395023AAA,IND411033AAA,11,11,2.3525835866261398,1.0,780.0,329.0,414.1674,5350.0,164.0,0.30151134457776363,11,11,0.20410156399022755,True,Surat_HUB (Gujarat),Pune_Tathawde_H (Maharashtra),IND395023AAA → IND411033AAA,0.23027117773453346
IND421601AAB,IND421302AAG,14,14,3.773041474654378,1.0,120.5,29.0,42.58345,1632.0,43.0,0.2672612419124244,14,14,0.062260514473280626,True,Asangaon_Shahapur_D (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),IND421601AAB → IND421302AAG,0.23016150500445423
IND209304AAA,IND000000ACB,35,35,1.3771929824561404,0.9142857142857143,643.0,466.0,575.2955000000001,7166.0,193.0,0.1690308509457033,32,32,0.2733816462717702,True,Kanpur_Central_H_6 (Uttar Pradesh),Gurgaon_Bilaspur_HB (Haryana),IND209304AAA → IND000000ACB,0.23013580569690711
IND700065AAB,IND712310AAA,15,15,5.416666666666667,1.0,129.0,22.0,22.2548,1440.0,70.0,0.2581988897471611,15,15,0.05493574806465938,True,CCU_Beleghta_CP (West Bengal),Kolkata_Dankuni_P (West Bengal),IND700065AAB → IND712310AAA,0.22998564167059687
IND563125AAB,IND560300AAB,12,12,4.358320251177394,1.0,219.5,49.0,54.1846,1933.0,376.5,0.2886751345948129,12,12,0.07374361181179623,True,Chintamani_Central_D_2 (Karnataka),Bangalore_East_I_20 (Karnataka),IND563125AAB → IND560300AAB,0.22986081852958132
IND500008AAF,IND500039AAC,19,19,3.0555555555555554,1.0,54.0,18.0,18.8886,743.0,61.0,0.22941573387056174,19,19,0.02834532000836244,True,Hyderabad_South_D_4 (Telangana),Hyderabad_Uppal_I (Telangana),IND500008AAF → IND500039AAC,0.22984027668605567
IND751002AAB,IND754103AAA,7,7,10.0,1.0,415.0,41.0,58.5252,2746.0,85.0,0.3779644730092272,7,7,0.10475941957330183,True,Bhubaneshwar_Hub (Orissa),Jagatsghpr_Markndpr_D (Orissa),IND751002AAB → IND754103AAA,0.22958465650055024
IND741201AAC,IND712311AAA,4,4,10.0,1.0,870.5,57.0,80.20495,3233.0,66.0,0.5,4,4,0.12333838437016927,True,Ranaghat_ArickDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),IND741201AAC → IND712311AAA,0.22941267096368498
IND262802AAA,IND262723AAB,21,21,2.573529411764706,1.0,175.0,68.0,92.4517,2356.0,39.0,0.2182178902359924,21,21,0.08988098780578993,True,Gola_BkgnRoad_D (Uttar Pradesh),Dhaurahara_TahsilRD_D (Uttar Pradesh),IND262802AAA → IND262723AAB,0.228641649789927
IND600032AAB,IND600076AAB,42,42,2.2113970588235294,0.9761904761904762,35.0,16.0,16.837649999999996,854.0,30.5,0.1543033499620919,41,41,0.032579950588346604,True,Chennai_Hub (Tamil Nadu),Chennai_Madhavaram_DPC (Tamil Nadu),IND600032AAB → IND600076AAB,0.22840613981831612
IND472001AAA,IND485001AAC,16,16,2.375690607734807,1.0,430.5,182.0,242.31275,4142.0,213.5,0.25,16,16,0.1580165753359855,True,Tikamgarh_MndiRoad_D (Madhya Pradesh),Satna_Central_I_2 (Madhya Pradesh),IND472001AAA → IND485001AAC,0.22833887509704204
IND852201AAA,IND852113AAA,17,17,3.75,1.0,60.0,17.0,22.6556,832.0,28.0,0.24253562503633297,17,17,0.03174065443735875,True,Saharsa_Gangjala_D (Bihar),Madhepura_Krishnpr_D (Bihar),IND852201AAA → IND852113AAA,0.22787318555782635
IND000000ABG,IND501359AAF,11,11,5.470588235294118,1.0,189.0,34.0,34.516400000000004,1848.0,51.0,0.30151134457776363,11,11,0.07050087668297954,True,Hyderabad_Bownplly_C (Telangana),Hyderabad_Shamshbd_P (Telangana),IND000000ABG → IND501359AAF,0.22785935125504378
IND000000ACB,IND209304AAA,15,15,2.0955223880597016,1.0,732.0,367.0,512.1734,5606.0,193.0,0.2581988897471611,15,15,0.21386791920172254,True,Gurgaon_Bilaspur_HB (Haryana),Kanpur_Central_H_6 (Uttar Pradesh),IND000000ACB → IND209304AAA,0.2276445716222621
IND421302AAG,IND712311AAA,9,9,1.5446381405176968,1.0,2924.0,1893.0,2584.1211,9308.0,273.0,0.3333333333333333,9,9,0.35509857151795104,True,Bhiwandi_Mankoli_HB (Maharashtra),Kolkata_Dankuni_HB (West Bengal),IND421302AAG → IND712311AAA,0.22737326025861004
IND501401AAC,IND500010AAA,14,14,8.904166666666667,1.0,128.5,13.5,14.09615,1272.0,30.5,0.2672612419124244,14,14,0.048526577457115784,True,Medchal_MROoffce_D (Telangana),Hyderabad_Alwal_I (Telangana),IND501401AAC → IND500010AAA,0.22733176125347168
